URL туру,Назва туру,День №,Місто / Локація,Факультативи (назва + ціна),Опис дня,Симв.
https://travelroom.lviv.ua/tour/418/,Вічне літо Сицилії,7,Сніданок,Рекомендуємо екскурсії на вибір: – «Таємниці Таорміни» (40€); – «Великий каньйон Італії» (45€); Переїзд і переправа на паромі (25€),"Сніданок. Виселення з готелю. Вільний час на острові Сицилія. Рекомендуємо екскурсії на вибір: – «Таємниці Таорміни» (40€) – на вершині пагорба, біля підніжжя Етни, в оточені скель, які поряд з древнім греко-римським театром утворюють морські бухти з піщаними пляжами, розташувалось це унікально красиве місто. – «Великий каньйон Італії» (45€) – ущелина Алькантара, яка утворилася після потужного виверження вулкану 3 тис. років тому, а краса її пейзажів зачаровує. Переїзд і переправа на паромі (25€). Переїзд регіоном Калабрія і ночівля в готелі.",548
https://travelroom.lviv.ua/tour/418/,Вічне літо Сицилії,8,Сніданок,За сприятливої погоди рекомендуємо відвідати водоспади Марморе (40€),"Сніданок. Виселення з готелю. Переїзд в заховане серед зелених пагорбів Умбрії місто Терні – в Італію без натовпів, розмірену, але з жвавим характером, де життя тече спокійніше й глибше. Його вулиці пам’ятають римські часи, середньовічні дзвіниці та тихі площі. За сприятливої погоди рекомендуємо відвідати водоспади Марморе (40€) – найвищий штучний водоспад у світі і найкрасивіший в Італії. Його створили древні римляни, тож краса природи тут поєднана з тисячолітньою історією. З висоти 165 метрів вода стрімко зривається зі скель Умбрії трьома потужними каскадами, наповнюючи повітря шумом, а скел",600
https://travelroom.lviv.ua/tour/418/,Вічне літо Сицилії,9,Сніданок,Для бажаючих – трансфер до озера Гарда (30€); У вільний час пропонуємо на витягу піднятись на вершину Доломітовових Альп (30€),"Сніданок. Виселення з готелю. Для бажаючих – трансфер до озера Гарда (30€) – найбільшого та одного з найбільш мальовничих озер в Італії. Переїзд в Больцано – столицю Південного Тіролю, розташовану на кордоні трьох держав: Швейцарії, Австрії та Італії. Тут говорять різними мовами, готують німецьку, австрійську і італійську кухню, а пам’ятки Больцано роблять його не схожим на жодне інше місто півночі Італії. У вільний час пропонуємо на витягу піднятись на вершину Доломітовових Альп (30€). Дорогою ми будемо насолоджуватись неймовірними панорамами Альп – це безкінечне задоволення. Переїзд і ночівл",600
https://travelroom.lviv.ua/tour/418/,Вічне літо Сицилії,10,Сніданок,,"Сніданок. Виселення з готелю. Дорогою в Україну ми зробимо зупинку в Брно , щоб випити кави в затишному кафе, зайти до супермаркету, прогулятись вуличками і насолодитись атмосферою спокійного міста. Ми віримо, що скоро таким затишним і спокійним буде кожне місто нашої України. З новими силами, з позитивними емоціями і ще міцнішою вірою в нашу перемогу ми повернемось в Україну. 23:00-02:00 – Прибуття у Львів. До нових зустрічей!",431
https://travelroom.lviv.ua/tour/311-spo/,Альпійська мелодія: Італія + Швейцарія + Лазурове узбережжя Франції,1,Львів,,"Львів. 05:30 – виїзд зі Львова. Проходження кордону. 12:00 – Оглядова екскурсія «Королівський Краків» . Своєю неповторністю місто зобов’язане чудовій архітектурі, яка відноситься ще до тих часів, коли Краків був столицею, а Вавель – родовим гніздом польських королів. Водночас Краків затишне і «домашнє» місто. Переїзд, поселення і ночівля в готелі.",349
https://travelroom.lviv.ua/tour/311-spo/,Альпійська мелодія: Італія + Швейцарія + Лазурове узбережжя Франції,2,Сніданок,• Рекомендуємо відвідати Гальштат (30€); – візитівку Австрії • «Понад хмарами» (40€),"Сніданок. Переїзд до альпійського Санкт-Гільгену, розташованому в озерному краї Зальцкаммергут. 76 великих і маленьких мальовничих озер розташувались серед засніжених шпилястих гір. Звуки і співи, затишок і гармонія на смарагдових озерах, заквітчаних, привітних, щирих. Вільний час на озері. • Рекомендуємо відвідати Гальштат (30€) – візитівку Австрії • «Понад хмарами» (40€) на витягу піднятись на вершину з панорамою на озеро Вольфгангзее Переїзд, поселення і ночівля в готелі.",479
https://travelroom.lviv.ua/tour/311-spo/,Альпійська мелодія: Італія + Швейцарія + Лазурове узбережжя Франції,3,Сніданок,У вільний час рекомендуємо екскурсію в долину Верзаска (45€),"Сніданок. Виселення з готелю. Блиском кришталевих озер і величних вершин нас вітає Швейцарія! 10:30 – Оглядова екскурсія «Зігріта сонцем Беллінцона» , столиця сонячного Тічіно, розташована у підніжжі Альп. Протягом довгих століть за неї змагались міланські герцоги і швейцарські конфедерати, ласий шматочок, важливий торгівельний центр з давньою і красивою історією. На ліфті, вбудованому у скелю, ми піднімемось до замку Grande – найстарішого з трьох замків Беллінцони, що входить до світової спадщини ЮНЕСКО. 13:00 – Екскурсія «Локарно – місто камелій» на щедро зігрітому сонцем озері Маджоре. У ві",600
https://travelroom.lviv.ua/tour/311-spo/,Альпійська мелодія: Італія + Швейцарія + Лазурове узбережжя Франції,4,Сніданок,Рекомендуємо екскурсію до «Ізола Белла» – найпрекраснішого острова Італії (60€); У вільний час рекомендуємо відвідати палац Дуомо (40€),"Сніданок. Виселення з готелю. Переїзд до південних берегів озера Маджоре в затишну Арону – місто-резиденцію багатої і впливової родини Борромео. Саме на честь вельможного сімейства встановили скульптуру Святого Карла, яка протягом 200 років була найвищою у світі і стала прототипом статуї Свободи у Нью Йорку. Рекомендуємо екскурсію до «Ізола Белла» – найпрекраснішого острова Італії (60€). Острів з висячими садами, острів-замок у стилі ломбардного бароко. Завітаємо і ми (як колись Наполеон) у володіння графа Борромео. 15:00 – Прибуття в Мілан. Оглядова екскурсія «Мілан: мистецтво, спорт і мода» ",600
https://travelroom.lviv.ua/tour/311-spo/,Альпійська мелодія: Італія + Швейцарія + Лазурове узбережжя Франції,5,Сніданок,Рекомендуємо екскурсію «Розкіш по-французьки» (50€),"Сніданок. Виселення з готелю. Переїзд на Лазуровий берег. 12:00 – Оглядова екскурсія «La bella Nice!» Головне місто Французької Рив’єри розташоване у бухті Ангелів, оточене Приморськими Альпами, обласкане сонцем і неймовірного кольору морем. Вільний час на морі. Рекомендуємо екскурсію «Розкіш по-французьки» (50€), яка включатиме відвідання милого Сен-Поль-де-Вансу , який відвідують художники в пошуках натхнення, а також міста Антіб , де пришвартовані найкрасивіші яхти світу. Наш вечір ми закінчимо в Каннах на знаменитій набережній Круазетт. Переїзд, поселення і ночівля в готелі.",585
https://travelroom.lviv.ua/tour/311-spo/,Альпійська мелодія: Італія + Швейцарія + Лазурове узбережжя Франції,6,Сніданок,Рекомендуємо відвідати: • князівства Монако (40€); • мініатюрний Ез і фарбрику парфумів Фрагонар (25€),"Сніданок. Виселення з готелю. Вільний час на узбережжі Лазурового берегу. Рекомендуємо відвідати: • князівства Монако (40€), де проводять свій час королівські особи і зірки шоу-бізнесу. Їх вабить і п янить чарівна атмосфера грошей і розкоші, до якої на деякий час приєднаємось і ми. • мініатюрний Ез і фарбрику парфумів Фрагонар (25€). Франція – це про вишуканий смак, парфуми, аромати. Ми дізнаємось чому саме в Провансі створюють чуттєві, ніжні, терпкі та солодкі парфуми, який настрій вони передають і впливають на завершення образу. 18:00 – Переїзд, поселення і ночівля в готелі на території Італ",600
https://travelroom.lviv.ua/tour/311-spo/,Альпійська мелодія: Італія + Швейцарія + Лазурове узбережжя Франції,7,Сніданок,За бажанням групи – фотопауза у Вадуці (15€),"Сніданок. Виселення з готелю. Переїзд на чаруюче озеро Комо . Фотопауза на озері. Можливо, ми зустрінемо Джорджа Клуні або Сильвестра Сталлоне, бо саме тут розташовані відпочинкові вілли зірок, багатих і відомих. А далі нас чекає переїзд Швейцарією і пейзажі, від яких неможливо відвести погляд, бо дорога пролягає поміж засніженими піками Лепонтинських Альп, попри пасовиська з альпійськими корівками, а на вершинах де не де виглядають решти фортечних укріплень, що залишились від швейцарських замків. За бажанням групи – фотопауза у Вадуці (15€) – столиці мініатюрного князівства Ліхтенштейн , четв",600
https://travelroom.lviv.ua/tour/311-spo/,Альпійська мелодія: Італія + Швейцарія + Лазурове узбережжя Франції,8,Сніданок,,"Сніданок. Виселення з готелю. Дорогою в Україну ми зробимо зупинку в містечку Глівіце – окрасою воєводства Сілезія , щоб випити кави в затишному кафе, зайти до супермаркету, прогулятись вуличками і насолодитись атмосферою спокійного міста. Ми віримо, що скоро таким затишним і спокійним буде кожне місто нашої України. З новими силами, з позитивними емоціями ми повернемось в Україну. 23:30-02:00 Прибуття у Львів. До нових зустрічей! Програма туру в Pdf",454
https://travelroom.lviv.ua/tour/501/,"Зимова казка: Закопане, Відень, терми",1,Львів,У вільний час рекомендуємо піднятись на вершину Татранських гір (15€),"Львів. 05:30 – виїзд зі Львова. Проходження кордону. Ми заїдемо в Кракові у торгівельний центр «Centrum Handlowe Mozaika» , щоб випити каву, купити смаколики в дорогу або прогулятись парком Анни та Еразма Єржмановських. 15:00 – Прибуття в «Закопане – зимову столицю Польщі». Прогуляємося найдовшою та найвідомішою вулицею Закопаного – Крупувки, і зануримося у казкову атмосферу цього знаменитого курорту. Тут вас розважатимуть вуличні музики, ресторанчики спокушатимуть ароматами традиційних страв, а місцевий колорит подарує відчуття справжньої радості життя. На Крупувці обов’язково варто спробуват",600
https://travelroom.lviv.ua/tour/501/,"Зимова казка: Закопане, Відень, терми",2,Сніданок,,"Сніданок. Вільний час в Закопане. Рекомендуємо подорож до Морського Ока (40€ + 40€ кінний трансфер) – в особливу атмосферу засніженої казки. Оточене величними Татрами, це мальовниче озеро стає ще більш чарівним, коли дерева вкриваються пухнастим снігом, а дзеркальна гладь води іноді приховується під тонким шаром льоду. Прогулянка до Морського ока – це не лише можливість насолодитися чудовими пейзажами, а й випробувати себе на легкому маршруті. Дорогою ви відчуєте тишу та спокій природи, які огортають немов теплим пледом. На місці вас чекає гарячий чай у фільварку, а також можливість зробити не",600
https://travelroom.lviv.ua/tour/501/,"Зимова казка: Закопане, Відень, терми",3,Сніданок,Відень вражає і надихає… Пропонуємо трансфер в палац Шенбрунн (10€); і щоразу – це магія! 20:00 – Рекомендуємо екскурсію «Магія вечірнього Будапешту» (30€),"Сніданок. Виселення з готелю. Переїзд в Австрію. 10:00 – Прибуття в Відень. Вільний час. Оглядова екскурсія «Відень запрошує на вальс» в атмосферу помпезності, шику, блиску і величі. Тут є все, починаючи із залишків стін Великої римської Імперії, ошатних вуличок до фешенебельних магазинів і кав’ярень. Відень вражає і надихає… Пропонуємо трансфер в палац Шенбрунн (10€) Переїзд в Будапешт і екскурсія «Шарм Будапешту». Коли б Ви не знайомились з Будапештом, він прекрасний завжди. Але є одна мить, яка змушує серце битися частіше, мить, коли перехоплює подих: кожного вечора Будапешт запалює тисячі ",600
https://travelroom.lviv.ua/tour/501/,"Зимова казка: Закопане, Відень, терми",4,Сніданок,Рекомендуємо екскурсію «Таємниці Королівської Буди» (25€); квиток 25€) або д егустацію егерських вин (25€),"Сніданок. Виселення з готелю. Рекомендуємо екскурсію «Таємниці Королівської Буди» (25€) – ранкова прогулянка Рибацьким бастіоном і Королівським кварталом, з пагорбів якого відкриваються прекрасні панорами на славнозвісний Парламент і рівнинний Пешт. 10:00 – Виїзд з Будапешту і переїзд в Егер – відоме своїми термальними джерелами, середньовічною фортецею та унікальною атмосферою винного регіону Долини красунь. У вільний час рекомендуємо трансфер в термали Егерсалок (20€+вх. квиток 25€) або д егустацію егерських вин (25€). З новими силами, з позитивними емоціями ми повернемось в Україну. 23:30 -",600
https://travelroom.lviv.ua/tour/162/,"Легкість Амстердама, романтика Парижа + парк тюльпанів Койкенхоф",1,Львів,,"Львів. 05:30 – виїзд зі Львова. Проходження кордону. Ми завітаємо на екскурсію у « Вроцлав – місто 300 гномів» . Місцеві жителі всі при справі: гном-пекар пригощає сирником, гном-банкір рахує гроші, гном-мандрівник складає валізу. Місто з ідеальним порядком і настроєм казки, що витає над численними парками і романтичними водними каналами. Переїзд і ночівля в готелі.",368
https://travelroom.lviv.ua/tour/162/,"Легкість Амстердама, романтика Парижа + парк тюльпанів Койкенхоф",2,Сніданок,Рекомендуємо відвідати Королівські сади Ганновер а (30€),"Сніданок. Виселення з готелю. Переїзд у виставковий Ганновер. У 12 століття на високому лівому березі Лайні збудували древній замок. Саме з цього часу починається історія міста, яке лежить на перехресті транспортних шляхів і є одним з найбільш відвідуваних у світі. Рекомендуємо відвідати Королівські сади Ганновер а (30€) – Герренхаузен – одного з найкрасивіших садово-паркових комплексів Європи. Парк, закладений у 1666 році за наказом княгині Софії, є зеленим серцем Нижньої Саксонії. Час для прогулянки та красивих фотографій. Переїзд і ночівля в готелі.",558
https://travelroom.lviv.ua/tour/162/,"Легкість Амстердама, романтика Парижа + парк тюльпанів Койкенхоф",3,Сніданок,У вільний час рекомендуємо: • «Затишні Нідерланди» (45€); країна вітряних млинів Заансе Сханс • Прогулянку на кораблику по каналах Амстела (30€); • «Історії з вулиці червоних ліхтарів» (30€),"Сніданок. Виселення з готелю. Переїзд в розкутий Амстердам . Екскурсія містом, де можна забути про звичні заборони, обмеження і стереотипи. Атмосфера свободи і креативу, нових ідей і яскравих вражень. У вільний час рекомендуємо: • «Затишні Нідерланди» (45€) Волендам і країна вітряних млинів Заансе Сханс • Прогулянку на кораблику по каналах Амстела (30€) • «Історії з вулиці червоних ліхтарів» (30€). Переїзд, поселення і ночівля в готелі.",440
https://travelroom.lviv.ua/tour/162/,"Легкість Амстердама, романтика Парижа + парк тюльпанів Койкенхоф",4,Сніданок,Відвідання парку тюльпанів Койкенхоф (40€); • Вечірня екскурсія «Вогні Парижу» (30€),"Сніданок. Виселення з готелю. Відвідання парку тюльпанів Койкенхоф (40€), який весною перетворюється на квіткову феєрію з кількома мільйонами тюльпанів, нарцисів і гіацинтів Переїзд в «Париж – місто краси і вічної романтики». Кожну секунду тут хочеться милуватись видами, ловити шармом француженок, усміхатись місьє, до муршок чаруватись мерехтінням Ейфелевої вежі та зробити 101 фото. Оглядова екскурсія містом. • Вечірня екскурсія «Вогні Парижу» (30€), під час якої ми відвідаємо стильний і сучасний район Дефанс, приєднаємось до романтику вечірнього міста і відчуємо мерехтливу магію від тисячі во",600
https://travelroom.lviv.ua/tour/162/,"Легкість Амстердама, романтика Парижа + парк тюльпанів Койкенхоф",5,Сніданок,мо: • прогулятись островом Сіте захоплюватись нескореним перед вогнем Нотр-Дамом (25€); • піднятись на вежу Монпарнас (20€); • відправитись в круїз по Сені (20€); • відвідати «За фіалками на Монмартр» (25€),"Сніданок. Вільний час в Парижі. Рекомендуємо: • прогулятись островом Сіте захоплюватись нескореним перед вогнем Нотр-Дамом (25€). • піднятись на вежу Монпарнас (20€) • відправитись в круїз по Сені (20€) • відвідати «За фіалками на Монмартр» (25€) у богемний квартал «маленьких людей» з великими пристрастями – акторів та художників, які творили і мріяли, страждали і закохувались. 17:00 – Виїзд з Парижу. Поселення і ночівля в готелі.",434
https://travelroom.lviv.ua/tour/162/,"Легкість Амстердама, романтика Парижа + парк тюльпанів Койкенхоф",6,Сніданок,,"Сніданок. Виселення з готелю. Оглядова екскурсія «Нюрнберг – місто винахідників». Саме він подарував світові такі речі, як кишеньковий годинник, глобус, компас, наперсток і токарний верстат. Тут починали правління усі німецькі імператори, збудували фортецю Кайзенбург, де б’ється серце міста. Переїзд і ночівля в готелі.",320
https://travelroom.lviv.ua/tour/162/,"Легкість Амстердама, романтика Парижа + парк тюльпанів Койкенхоф",7,Сніданок,,"Сніданок. Виселення з готелю. Дорогою в Україну ми зробимо зупинку в Остраві , щоб випити кави, прогулятись вуличками і насолодитись атмосферою спокійного міста. Ми віримо, що скоро таким затишним і спокійним буде кожне місто нашої України. З новими силами, з позитивними емоціями і ще міцнішою вірою в нашу перемогу ми повернемось в Україну. 23:30 -02:00 Прибуття у Львів. До нових зустрічей!",393
https://travelroom.lviv.ua/tour/209-spo/,SPO Італія,1,Львів,,"Львів. 05:30 – виїзд зі Львова. Проходження кордону. 12:00 – Оглядова екскурсія «Королівський Краків». Своєю неповторністю місто зобов’язане чудовій архітектурі, яка відноситься ще до тих часів, коли Краків був столицею, а Вавель – родовим гніздом польських королів. Водночас Краків затишне і «домашнє» місто. Переїзд, поселення і ночівля в готелі.",348
https://travelroom.lviv.ua/tour/209-spo/,SPO Італія,2,Сніданок,,"Сніданок. Виселення з готелю. Переїзд в «Місто гармонії – Грац» . Оглядова екскурсія другим за величиною містом Австрії, яке зачаровує з першого погляду. Почати хоча б з замку Шлоссберг з його милим годинником, під яким зустрічаються закохані. Грац – це місто, в якому гармонійно поєднується все. Прибуття у Верону. 20:00 – Оглядова екскурсія «Верона – мекка закоханих». Попри всесвітню славу романтичної історії Ромео і Джульєтти місто має ще багато інших. Чого лиш варта Арена-ді-Верона, збудована у 30 році, а зараз місце щорічних оперних фестивалів. Історія, яка закарбована у кожному камінчику в",600
https://travelroom.lviv.ua/tour/209-spo/,SPO Італія,3,Сніданок,"ру мистецтва! Насичений емоціями день доповнить водна прогулянка по Гранд Каналу (40€); трансфер на острів Бурано (50€); або прогулянка на гондолі (35€); Запрошуємо на екскурсію “Таємниці, що їх приховують маски” (25€)","Сніданок. Виселення з готелю. Переїзд у Венецію. 10:30 – Оглядова екскурсія «Симфонія краси та романтики – Венеція» (квиток на катер-40€). Цими вуличками гуляли мудрі Дожі, під мостами змінювались династії гондольєрів, в маленьких двориках ховались закохані, а над площею Сан Марко витав і досі витає дух свободи. Зануримось і ми в цю неймовірну атмосферу. Особливою вона буде ще й тому, що ми потрапимо на Венеційський карнавал! Свято краси і вишуканих суконь, загадкових персонажів і милих усмішок, а ще – нестримний політ фантазії! Неодмінні атрибути карнавалу – звісно ж, венеційські маски. Їх мо",600
https://travelroom.lviv.ua/tour/209-spo/,SPO Італія,4,Сніданок,Для бажаючих – трансфер до озера Гарда (30€); У вільний час пропонуємо на витягу піднятись на вершину Доломітовових Альп (40€),"Сніданок. Для бажаючих – трансфер до озера Гарда (30€) – найбільшого та одного з найбільш мальовничих озер в Італії. Переїзд в Больцано – столицю Південного Тіролю, розташовану на кордоні трьох держав: Швейцарії, Австрії та Італії. Тут говорять різними мовами, готують німецьку, австрійську і італійську кухню, а пам’ятки Больцано роблять його не схожим на жодне інше місто півночі Італії. У вільний час пропонуємо на витягу піднятись на вершину Доломітовових Альп (40€). Дорогою ми будемо насолоджуватись неймовірними панорамами Альп – це безкінечне задоволення. Переїзд і ночівля в готелі.",591
https://travelroom.lviv.ua/tour/209-spo/,SPO Італія,5,Сніданок,,"Сніданок. Виселення з готелю. Дорогою в Україну ми зробимо зупинку в Брно , щоб випити кави в затишному кафе, зайти до супермаркету, прогулятись вуличками і насолодитись атмосферою спокійного міста. Ми віримо, що скоро таким затишним і спокійним буде кожне місто нашої України. З новими силами, з позитивними емоціями і ще міцнішою вірою в нашу перемогу ми повернемось в Україну. 23:30-02:00 – Прибуття у Львів . До нових зустрічей!",432
https://travelroom.lviv.ua/tour/109/,Тур на VІ етап Кубка світу 2024/2025 з біатлону в Італію (Ангольц-Антерсельва),1,Львів,Рекомендуємо екскурсію «Магія Будапешту» (30€),"Львів. 05:30 – виїзд зі Львова. Проходження кордону. Переїзд територією Угорщини. Прибуття в Будапешт. Рекомендуємо екскурсію «Магія Будапешту» (30€) – прогулянка на кораблику під тихий шепіт хвиль Дунаю, вальси Штрауса і келихом шампанського. Нічний переїзд в Італію.",268
https://travelroom.lviv.ua/tour/109/,Тур на VІ етап Кубка світу 2024/2025 з біатлону в Італію (Ангольц-Антерсельва),2,Переїзд по території Австрії та Італії,,Переїзд по території Австрії та Італії. Трансфер на змагання. Відвідання етапу Кубка Світу з біатлону сезону 2024/25 в Антгольц-Антерсельві. 14:30 – Спринт. Чоловіки Трансфер в готель . Поселення і ночівля в готелі.,215
https://travelroom.lviv.ua/tour/109/,Тур на VІ етап Кубка світу 2024/2025 з біатлону в Італію (Ангольц-Антерсельва),3,Сніданок,Рекомендуємо програму «В обіймах Доломітовових Альп» (45€),"Сніданок. Рекомендуємо програму «В обіймах Доломітовових Альп» (45€) – на висоті 1500 метрів у затишку тисячолітніх лісів розташувалось озеро Браєс. Це поїздка на топову інста-локацію, куди поспішають усі блогери та поціновувачі краси для приголомшливих фото. А в холодну пору року, коли вода озера скована льодом, а ліс і гори покриті білосніжним снігом, це місце перетворюється на справжню зимову казку (коли замерзає Браєс ми додатково відвідуємо озеро Добб яко). Місце спокою, місце сили, місце гармонії. Трансфер на змагання. Відвідання етапу Кубка Світу з біатлону сезону 2024/25 в Антгольц-Ант",600
https://travelroom.lviv.ua/tour/109/,Тур на VІ етап Кубка світу 2024/2025 з біатлону в Італію (Ангольц-Антерсельва),4,Сніданок,,Сніданок. Виселення з готелю. 08:00 – Трансфер на змагання. Відвідання етапу Кубка Світу з біатлону сезону 2024/25 в Антгольц-Антерсельві. 12:05 – Естафета. Жінки 14:45 – Гонка-переслідування. Чоловіки 19:00 – Виїзд з Антгольц-Антерсельви. Повернення в Україну. Нічний переїзд.,277
https://travelroom.lviv.ua/tour/109/,Тур на VІ етап Кубка світу 2024/2025 з біатлону в Італію (Ангольц-Антерсельва),5,Прибуття у Львів орієнтовно о 18:00 – 20:00,,Прибуття у Львів орієнтовно о 18:00 – 20:00. До нових зустрічей!,64
