URL туру,Назва туру,День №,Місто / Локація,Факультативи (назва + ціна),Опис дня,Симв.
https://rich-tour.com/?view=program&tour=mrija_blogeriv,Мрія блогерів: Венеціанська Рив'єра + о. Браєс,3,Сніданок. Час насолодитися Італією. Ваш час в цій неймовірній країні &hellip; Вас вітає Венето &ndash; найкрасивіший вин,,"Сніданок. Час насолодитися Італією. Ваш час в цій неймовірній країні &hellip; Вас вітає Венето &ndash; найкрасивіший виноробний регіон Італії, що знаходиться на північному сході країни. Пропонуємо:
- виїзну екскурсію &laquo;Два серця Ромео та Джульєтта&raquo; - неймовірно інстаграмні локації - найбільше озеро Італії &ndash; Гарда та м. Верона (55 &euro;) Озеро Гарда - Це одне з найкрасивіших озер Італії : яскрава природа, чиста вода з красивим блакитним відтінком, м&rsquo;який клімат, мальовничі пейзажі з оливковими деревами, пальмами, кипарисами та олеандрами, неймовірні пейзажі Альпійських гір &hellip; Це не залишить байдужим нікого Відвідаємо Сірміоне &mdash; незабутнє містечко, що розташоване на березі озера Гарда. Це місце, де зустрічаються витончена культурна спадщина та приголомшлив",800
https://rich-tour.com/?view=program&tour=mrija_blogeriv,Мрія блогерів: Венеціанська Рив'єра + о. Браєс,4,"Сніданок. Відправляємося в серце Альп на одну з найкрасивіших локацій Європи, яку називають мрією всіх блогерів &ndash; ",,"Сніданок. Відправляємося в серце Альп на одну з найкрасивіших локацій Європи, яку називають мрією всіх блогерів &ndash; озеро Брайєс Доломіти &ndash; візитна картка не тільки Італії, але й всього європейського континенту. Неймовірно прекрасні альпійські гори, включені до списку об&rsquo;єктів світової спадщини ЮНЕСКО. Їдемо в провінцію Больцано. І перша наша зупинка Добб яко - це маленьке живописне містечко, розташоване в Альта Пустерія, Північній Італії, в області Доломіти. Це частина чудового ландшафту Альті Доломіті, який славиться своєю природною красою, гірськими пейзажами. Фото-пауза на берегах озера Добб яко, що створює неймовірні відбитки гір та неба на своїй поверхні. А дальше нас чекає озеро, що називають мрією всіх блогерів - Брайес &ndash; скарб Доломітів, розташоване на висоті",800
https://rich-tour.com/?view=program&tour=mrija_blogeriv,Мрія блогерів: Венеціанська Рив'єра + о. Браєс,5,Їдемо додому.,,"Їдемо додому.
Дивимось фільми, слухаємо музику і ділимось враженннями.
Прибуття до Львова.",90
https://rich-tour.com/?view=program&tour=vid_provansu_do_shvejcarskih_vershin,Від Провансу до Швейцарських вершин,1,Ранковий збір групи у м. Львів. Переїзд на територію Угорщини. Перетин українсько-угорського кордону. Прибуття до Будапе,,"Ранковий збір групи у м. Львів. Переїзд на територію Угорщини. Перетин українсько-угорського кордону. Прибуття до Будапешту. На Вас очікує ознайомча автобусна екскурсія &laquo;Скарби Будапешту&raquo;. Ви поринете у справжню казку - найбільша площа Європи, проспект, який називають &laquo;угорським Champs-&Eacute;lys&eacute;es&raquo;, побачите набережну Дунаю, яка занесена до Світової спадщини ЮНЕСКО: Парламент, панорама Королівського Палацу, Рибацького Бастіону. + Фото-пауза на одній з найкрасивіших площ Європи Нічний транзит на Лігурійське побережжя.",556
https://rich-tour.com/?view=program&tour=vid_provansu_do_shvejcarskih_vershin,Від Провансу до Швейцарських вершин,2,Прибуття на неймовірне Лігурійське побережжя Середземноморське місто-курорт Сан-Ремо - найрозкішніший курорт західного у,,"Прибуття на неймовірне Лігурійське побережжя Середземноморське місто-курорт Сан-Ремо - найрозкішніший курорт західного узбережжя Лігурії з пальмами і численними бутіками, ошатними парками і садами з тропічної рослинністю, розкішним казино, веселою і святковою атмосферою. Пригрівшись на &laquo;Квітковий Рив єрі&raquo;, Сан-Ремо, недовго думаючи, почали називати &laquo;Містом Квітів&raquo;. Ароматні оранжереї оточують його з усіх боків, розносячи дивовижний аромат гвоздик, троянд, жовтцю й інших квітів по всій Європі і за її межами. Це місто ніколи не замовкає: тут завжди дзижчать скутери, щебечуть італійки, воркують італійці і захоплено ахають туристи. Поселення в готель.
ВІДПОЧИНОК НА СЕРЕДЗЕМНОМУ МОРІ - ІТАЛІЯ
Інтеграційний вечір. Запрошуємо на келих вина :)
Ночівля",777
https://rich-tour.com/?view=program&tour=vid_provansu_do_shvejcarskih_vershin,Від Провансу до Швейцарських вершин,3,Сніданок. Сьогодні нас запрошує Франція - Лазурний берег. Ми відвідаємо окрасу Лазурового побережжя - містечко Ез. Повит,,"Сніданок. Сьогодні нас запрошує Франція - Лазурний берег. Ми відвідаємо окрасу Лазурового побережжя - містечко Ез. Повите бузковими квітами, вузенькі провулки з драбинами, зобов язаними глиняними горщиками з зеленню, всі ці башточки і черепичні дахи нагадують казкові королівства Середньовіччя. Не дивно, що знаменитий мультиплікатор Уолт Дісней обожнював відпочивати тут, черпаючи в Езе натхнення для своїх майбутніх робіт. Відвідаємо музей парфумів &ndash; Фрагонар . Ви дізнаєтеся про історію виникнення духів, про технологію їх виготовлення та які духи підходять саме Вам. Саме тут у Вас буде можливість придбати справжні французькі парфуми!!! Вільний час. - Можливість продегустувати місцеву кухню чи прогулятися неймовірно мальовничою місцевістю до моря.
- Пропонується екскурсія ""Розкішна Ніца",800
https://rich-tour.com/?view=program&tour=vid_provansu_do_shvejcarskih_vershin,Від Провансу до Швейцарських вершин,4,Сніданок. Виселення з готелю.,,"Сніданок. Виселення з готелю.
Переїзд до неофіційної модної столиці Італії &ndash;Мілану. Запрошуємо Вас на екскурсію цим неймовірним містом. Ви побачите прекрасний замок найвпливовішої сім&rsquo;ї Мілану - Сфорцеско, центральний собор, прелину готики Дуомо та найвідомішу оперу в світі &ndash;театр Ла Скала. Він вміщує 3000 глядачів. У цьому театрі виступали всі найбільші співаки останніх двох століть, а також легендарні композитори та диригенти, такі як Джузеппе Верді та Артуро Тосканіні. Вільний час - це місто ніби створене для шопінгу. Завдяки репутації світової столиці моди, багато багатих туристів приїжджають сюди за покупками.
Запрошуємо на поїздку в Альпи до зіркового озера Ломбардії &ndash; Комо (25 &euro;). Одна провінція, одне озеро та одне місто, об єднані загальною мелодійною н",800
https://rich-tour.com/?view=program&tour=vid_provansu_do_shvejcarskih_vershin,Від Провансу до Швейцарських вершин,5,Сніданок. Збір групи. Переїзд в Швецарію .,,"Сніданок. Збір групи. Переїзд в Швецарію .
Швейцарія &mdash; це країна, вражаюча своєю неперевершеною красою, відмінним стандартом життя та багатством культурної спадщини. Знаменита своєю величністю Альп, бездоганно чистими озерами та невимушеним поєднанням традиційної елегантності з сучасністю, Швейцарія приваблює мандрівників та дослідників з усього світу.
Нас чекає провідне місто італомовного швейцарського кантону Тічино - Лугано , представляє Швейцарію з італійським акцентом. Місто розкинулося вздовж розкішних берегів озера Лугано, всього у декількох хвилинах мальовничої поїздки на поїзді через Альпи від інших регіонів Швейцарії. Лугано зустріне вас строкатою, пікантною середземноморською атмосферою. Воно заманює гостей з дощової півночі сонцем, буйною зеленню, виразним узбережжям та м",800
https://rich-tour.com/?view=program&tour=vid_provansu_do_shvejcarskih_vershin,Від Провансу до Швейцарських вершин,6,Сніданок. Переїзд в м.Мюнхен,,"Сніданок. Переїзд в м.Мюнхен
Нас очікує в столиця Баварії.
Оглядова екскурсія &laquo;Корона Німеччини&raquo; - Мюнхен &ndash; це легенда Баварії, справжнє місто-казка на півдні Німеччини. Тут панує тепла атмосфера гостинності та затишку, гармонійно поєднуються захоплююча історія та пульсуюче сучасне життя цього міста. Ніде в Німеччині так не оберігають народні традиції, як тут, навіть національні костюми місцеві мешканці вдягають не тільки на свята. Відвідавши Мюнхен, Ви зможете дізнатися про його дивовижну історію, помилуватися архітектурними пам&rsquo;ятками (Марієнплац, Стара і Нова Ратуші, Баварська Опера, Аркада полководців) та величними соборами, скуштувати традиційні смажені ковбаски. Вільний час. Рекомендуємо завітати на обід в Хофбройхаус - легендарна пам ятка Мюнхена і, мабуть, о",800
https://rich-tour.com/?view=program&tour=vid_provansu_do_shvejcarskih_vershin,Від Провансу до Швейцарських вершин,7,А тепер можна і додому ...,,"А тепер можна і додому ...
По дорозі дивимось фільми, ділимось фотографіями та приємними спогадами з відпочинку
Вечірнє прибуття до Львова.",139
https://rich-tour.com/?view=program&tour=skandinavska_saga,Скандинавська сага,1,Збір групи. Ранковий виїзд зі Львова Проходження кордону. Переїзд в транзитний готель на території Польщі. Поселення в г,,Збір групи. Ранковий виїзд зі Львова Проходження кордону. Переїзд в транзитний готель на території Польщі. Поселення в готель. Ночівля.,135
https://rich-tour.com/?view=program&tour=skandinavska_saga,Скандинавська сага,2,Сніданок. Нас чекає м.Гданськ ескурсія по місту.,,"Сніданок. Нас чекає м.Гданськ ескурсія по місту.
Гданськ є одним з найцікавіших міст в північній частині Польщі. Під час екскурсії ми прогуляємось від початку створення до золотого віку, пройдемся королівським шляхом до Довгої Площі, побачимо де зупинялись королі і збирались Гданські патриції, відвідаємо давній Гданський порт. А під кінець попадемо на Бурштинову вулицю і Базиліку Св. Марії .
Пропонується відвідати курорт м. Сопот - польський Баден-Баден (25/20 євро). Місто-курорт, де з часів Наполеона Бонапарта працюють комплекси для лікування термальною водою, так само тут розмістився найдовший в світі дерев яний пірс. Улюблене місце відпочинку насамперед поляків, але тут дуже багато й іноземців. Прекрасний м який клімат, нескінченні пляжі з дрібним бездоганно чистим піском....
Переїзд в ",800
https://rich-tour.com/?view=program&tour=skandinavska_saga,Скандинавська сага,3,Ранковий приїзд в м. Карлскруна. Місто Карлскруна - столичний центр та головне місто лена (району) Блекінге у Швеції. Йо,,"Ранковий приїзд в м. Карлскруна. Місто Карлскруна - столичний центр та головне місто лена (району) Блекінге у Швеції. Його засновником був Карл XI. За прикладом Венеції на південно-східному узбережжі Швеції було забудовано 33 невеликі острівці, перетворені згодом на чудове міське поселення. Початковою метою його створення було заснування тутешньої акваторії бази шведського флоту. Назва міста у перекладі звучить як ""Корона Карла"". Збір групи.
В цей день пропонується відвідати столицю Данії &mdash; місто Копенгаген (65є/55є) . Переїзд на територію Данії. Щоб попасти в Копенгаген ми переїдемо з вами через Ересунський міст, справжнє інженерне диво світу. Цей міст має довжину майже вісім кілометрів і є найдовшим вантовим мостом в світі.
В м.Копенгаген нас чекає захоплююча екскурсія по місту. Мі",800
https://rich-tour.com/?view=program&tour=skandinavska_saga,Скандинавська сага,4,Сніданок. Прибуття на територію Норвегії.,,"Сніданок. Прибуття на територію Норвегії.
Цей день буде трохи незвичним. Ми прибудемо з вами в готель на території Норвегії , який розміщений в надзвичайній місцевості, в оточенні гір, річок і фьордів. Після заселення ми не підемо на екскурсію, не будемо ходити вулицями і дивитись знамениті місця. Ми зупинимось на мить, дозволимо собі насолодитись природою Норвегії, вдихнути повними легенями чисте повітря. Уявимо себе жителями цієї надзвичайної країни. На вершинах гір і в холодних водах озер зустрінемо дух суворих вікінгів, які володіли цією територією сотні років назад.",577
https://rich-tour.com/?view=program&tour=skandinavska_saga,Скандинавська сага,5,Сніданок.,,"Сніданок.
Поїздка в м.Флам.
Чи готові ви побачити найбільший фьорд в Скандинавії??? В цей день ви його побачите! Фьорди утворились мільйони років назад, коли льодовик покидав європейський континент сповзаючи по норвезькій території. Фьорди &mdash; це довгі морські заливи, які вгризаються в материкову частину на сотні кільметрів. Тут змішується вода морська і вода, що тече з танучих льодовиків. Тут живуть кити, дельфіни, океанічні краби, тріска і сотні видів риб. Согнефьорд найдовший серед них і один з самих мальовничих в цілому світі.
Дорогою до м.Флам, ми будемо їхати через Лердальський тунель &mdash; найдовший автомобільний тунель в світі!!!
Обов язково пропонується Прогулянка на кораблику по Согнефьорду (75 євро).",726
https://rich-tour.com/?view=program&tour=skandinavska_saga,Скандинавська сага,6,Переїзд в м.Осло &mdash; столицю Норвегії. Екскурсія по м.Осло . Якою може бути столиця країни в якій живуть мандрівники,,"Переїзд в м.Осло &mdash; столицю Норвегії. Екскурсія по м.Осло . Якою може бути столиця країни в якій живуть мандрівники, винахідники, воїни, любителі культури, змагань, культури саун і лазень? Так, столиця буде доволі дивна і незвична. Ми побачимо будинок Опери, Парламент, енергозберігаючі будинки і багато чого, чим приваблює туристів столиця вікінгів.
Вільний час в місті для обіду та шопінгу. Пропонується екскурсія в &ldquo;Парк людських емоцій - Гюстава Вігеланда&rdquo; (25 євро) . Рідкісний турист, який приїхав до Осло, обійде його стороною. Адже це найбільший та найцікавіший парк Норвегії. Більшість туристів, які відвідали це місце, залишаються під враженням. В парку виставлені 277 скульптур, створені митцем. Кожна з цих скульптурних композицій символізує людські емоції, етапи життя і",800
https://rich-tour.com/?view=program&tour=skandinavska_saga,Скандинавська сага,7,Прибуття в в м.Стокгольм.,,"Прибуття в в м.Стокгольм.
Екскурсія в місті. Стокгольм &mdash; столиця Швеції , є одним із найкрасивіших міст Скандинавського півострова. Воно знамените своєю історичною частиною, продуманою і мальовничою архітектурою, багатою культурою, колоритним метро, оглядовими майданчиками, музеями. Стокгольм часто називають &laquo;столицею Скандинавії&raquo;, і не дарма, адже в цьому місті дуже високий рівень життя, безліч культурних та розважальних закладів і, звичайно, є на що подивитися туристам.
Вільний час. У вільний час можно відвідати чудові набережні міста, пообідати в національних ресторанах і пройтись по магазинам міста.",628
https://rich-tour.com/?view=program&tour=skandinavska_saga,Скандинавська сага,8,Прибуття в м.Вентспілс. Висадка з парому.,,"Прибуття в м.Вентспілс. Висадка з парому.
Переїзд в столицю Латвії - м.Рига
Рига &ndash; одне із самих привабливих, затишних та сучасних міст на півдні Балтійського моря. Мальовнича природа, звивисті вулички з бруківкою, архітектура в стилі арт-нуво (L Art Nouveau), незвичайні пам ятники &ndash; тут кожен знайде собі безліч цікавого. А прогулянка старовинною столицею ще більше змусить закохатися в це дивовижне місто, яке приваблює туристів з усіх країн.
Вільний час в Ризі, час на шопінг та обід.
Для бажаючих оглядова ексурсія по місту (15 евро).",551
https://rich-tour.com/?view=program&tour=skandinavska_saga,Скандинавська сага,9,"Сніданок. Виїзд в Україну. Слухаємо музику, дивимося фільми, ділимося враженнями&hellip; Ми їдемо додому!",,"Сніданок. Виїзд в Україну. Слухаємо музику, дивимося фільми, ділимося враженнями&hellip; Ми їдемо додому!
Проходження кордону і прибуття у Львів.",145
